window_idx,pred_command,confidence
53915,7,0.1269
53916,7,0.1499
53917,7,0.1610
53918,19,0.1275
53919,19,0.1223
53920,5,0.1339
53921,5,0.1107
53923,5,0.1322
53924,5,0.1633
53925,7,0.1454
53926,7,0.1165
53928,7,0.1520
53929,7,0.1168
53930,24,0.1058
53932,7,0.1252
53933,7,0.1632
53934,21,0.1800
53935,7,0.2503
53936,7,0.2829
53937,19,0.1470
53938,33,0.1720
53939,32,0.1619
53941,7,0.1495
53942,19,0.1154
53943,19,0.1417
53944,8,0.1552
53945,0,0.1337
53946,7,0.1739
53947,7,0.1652
53948,5,0.1790
53949,7,0.1808
53950,15,0.1546
53951,5,0.2058
53952,19,0.1064
53953,5,0.1226
53954,5,0.1955
53955,5,0.1081
53957,7,0.1276
53961,5,0.1395
53962,7,0.1575
53963,21,0.1610
53964,21,0.1324
53965,21,0.1040
53966,0,0.1443
53967,7,0.1330
53968,7,0.1241
53969,7,0.1739
53970,7,0.1606
53971,7,0.1665
53972,7,0.1467
53973,32,0.1303
53974,24,0.2857
53975,20,0.1597
53976,16,0.2815
53977,16,0.3111
53978,8,0.1156
53979,31,0.1186
53980,16,0.3458
53981,16,0.1410
53982,16,0.1739
53983,16,0.1805
53984,4,0.4617
53987,2,0.1528
53988,25,0.1107
53989,18,0.1378
53990,28,0.1372
53992,2,0.1307
53994,19,0.1108
53995,19,0.1472
53996,19,0.1587
53997,6,0.1290
53998,7,0.1652
53999,15,0.1243
54000,19,0.1821
54001,18,0.1830
54002,2,0.1148
54003,15,0.1747
54005,27,0.1458
54006,33,0.2317
54008,4,0.1626
54009,16,0.1392
54010,16,0.2747
54011,16,0.1439
54012,16,0.1341
54014,25,0.1447
54016,5,0.2055
54017,25,0.1170
54018,2,0.1047
54019,25,0.1217
54020,15,0.1108
54021,15,0.1188
54022,21,0.2047
54023,19,0.2547
54024,16,0.1344
54025,19,0.1280
54026,25,0.1114
54028,30,0.1141
54029,33,0.1198
54030,16,0.2103
54032,19,0.1241
54033,20,0.1220
54034,19,0.1396
54035,19,0.1267
54036,16,0.1415
54037,8,0.4649
54038,28,0.1249
54040,22,0.2043
54041,7,0.1097
54042,14,0.1136
54043,15,0.1445
54046,27,0.1352
54049,28,0.1219
54050,30,0.1338
54051,19,0.1278
54052,25,0.1125
54053,22,0.1175
54055,16,0.1127
54056,8,0.1082
54058,22,0.1339
54060,4,0.1559
54061,4,0.2362
54062,5,0.1118
54063,6,0.1170
54064,9,0.2398
54065,5,0.1677
54066,5,0.1745
54067,9,0.2197
54068,9,0.1197
54069,5,0.1366
54070,5,0.1275
54071,9,0.1625
54073,5,0.1627
54074,6,0.1269
54075,9,0.1340
54076,5,0.3134
54077,5,0.1503
54078,5,0.2347
54079,5,0.1298
54080,8,0.1586
54081,5,0.1500
54082,5,0.2815
54083,9,0.1996
54084,9,0.1639
54085,9,0.1298
54086,5,0.2009
54087,5,0.1074
54088,5,0.1561
54089,9,0.1363
54091,5,0.1889
54093,9,0.1430
54094,9,0.1615
54095,9,0.1517
54096,8,0.1670
54097,9,0.2304
54098,9,0.1311
54099,5,0.1655
54100,5,0.2335
54101,5,0.1627
54103,19,0.1113
54104,5,0.1041
54105,5,0.1413
54106,9,0.1412
54107,5,0.1538
54108,5,0.1856
54109,5,0.2315
54110,5,0.2022
54111,1,0.1250
54112,5,0.2842
54113,5,0.3286
54114,7,0.1126
54115,9,0.1196
54116,5,0.1312
54117,19,0.1146
54118,7,0.1100
54119,5,0.1149
54120,6,0.1268
54122,5,0.1427
54123,5,0.1706
54124,19,0.1252
54125,6,0.1450
54126,19,0.1046
54127,19,0.1224
54129,19,0.1335
54132,5,0.1331
54133,5,0.1094
54134,5,0.2251
54135,5,0.2664
54136,9,0.2362
54137,5,0.2984
54138,9,0.3247
54139,5,0.3057
54140,9,0.1196
54141,5,0.2207
54142,5,0.1494
54143,5,0.2020
54144,9,0.1845
54145,5,0.2444
54146,5,0.1834
54147,5,0.1915
54149,9,0.1421
54150,5,0.1747
54151,5,0.2284
54152,7,0.1889
54154,5,0.1080
54155,6,0.1228
54156,5,0.1606
54158,8,0.1132
54159,5,0.1593
54160,9,0.2408
54161,5,0.3420
54162,6,0.1053
54163,1,0.1721
54164,5,0.1678
54166,5,0.1375
54167,5,0.3445
54169,5,0.2218
54170,19,0.1033
54172,7,0.1239
54173,5,0.1250
54175,5,0.1604
54178,5,0.1399
54179,5,0.2820
54180,31,0.1040
54181,32,0.2159
54182,13,0.1780
54183,2,0.4333
54184,2,0.4359
54185,2,0.3015
54186,2,0.3561
54188,5,0.1755
54189,5,0.1312
54190,5,0.1350
54191,5,0.2195
54194,5,0.2521
54195,5,0.1795
54197,6,0.1464
54198,6,0.1167
54199,9,0.2211
54201,4,0.3529
54202,1,0.1670
54203,5,0.2585
54204,5,0.3113
54205,5,0.1829
54206,5,0.3184
54208,5,0.1499
54210,9,0.2638
54211,5,0.2335
54212,5,0.2772
54213,19,0.1302
54214,5,0.1832
54215,8,0.5765
54216,8,0.9977
54217,8,0.9989
54218,8,0.9072
54219,28,0.2176
54220,4,0.1379
54222,4,0.1720
54223,19,0.1295
54224,5,0.1696
54225,5,0.2682
54227,6,0.1121
54228,5,0.1371
54229,19,0.1431
54230,5,0.1749
54231,5,0.1388
54232,5,0.1692
54233,5,0.3633
54234,5,0.1161
54236,5,0.1276
54237,5,0.3255
54238,5,0.1395
54239,5,0.2087
54240,19,0.1049
54241,23,0.1233
54242,5,0.3873
54243,5,0.2987
54244,5,0.2557
54245,5,0.1037
54246,1,0.1876
54248,5,0.2350
54250,21,0.1612
54251,21,0.1685
54252,8,0.5202
54253,8,0.5854
54254,19,0.1063
54256,7,0.1295
54257,21,0.2223
54258,24,0.1649
54259,32,0.1242
54261,7,0.1813
54262,5,0.1643
54264,16,0.1315
54265,0,0.1173
54266,21,0.1666
54267,7,0.2093
54268,7,0.1623
54270,33,0.1664
54271,12,0.1521
54272,19,0.1501
54273,0,0.1344
54274,9,0.1522
54275,7,0.1581
54277,1,0.1495
54278,5,0.1246
54282,32,0.1273
54283,7,0.2789
54284,7,0.1193
54286,19,0.1233
54287,5,0.2296
54288,21,0.2142
54289,7,0.2387
54290,7,0.2234
54291,5,0.1989
54292,7,0.1656
54293,24,0.2199
54294,7,0.2089
54295,7,0.2830
54296,5,0.1801
54297,0,0.1330
54298,19,0.1083
54299,0,0.2288
54300,0,0.1986
54301,5,0.1486
54302,5,0.1126
54303,1,0.1426
54304,7,0.1818
54305,7,0.2102
54306,5,0.1851
54307,7,0.2140
54308,7,0.1822
54309,5,0.1713
54310,21,0.1487
54311,7,0.1452
54312,7,0.1450
54313,7,0.1623
54314,7,0.1744
54316,7,0.1500
54317,7,0.1441
54318,5,0.1287
54319,21,0.1469
54320,0,0.1199
54321,32,0.1110
54322,23,0.1112
54323,19,0.1429
54325,19,0.1409
54326,7,0.1385
54327,15,0.1134
54328,32,0.1574
54329,17,0.1269
54330,19,0.1127
54331,1,0.1231
54332,0,0.1896
54334,11,0.1305
54335,31,0.1312
54336,32,0.1921
54337,17,0.1561
54338,19,0.1068
54339,31,0.1072
54341,25,0.1352
54342,21,0.1139
54344,16,0.1953
54345,9,0.1243
54346,21,0.1475
54347,7,0.1808
54348,7,0.1678
54349,21,0.1621
54350,7,0.1970
54351,7,0.2168
54352,21,0.1675
54353,21,0.1125
54354,7,0.1163
54355,7,0.1489
54356,21,0.1097
54357,24,0.1927
54358,21,0.1375
54359,21,0.1533
54360,21,0.1673
54361,21,0.1597
54362,0,0.1235
54363,0,0.1438
54364,0,0.1455
54365,19,0.1190
54366,21,0.1320
54367,8,0.4296
54368,30,0.1492
54369,0,0.1946
54370,8,0.1756
54371,7,0.1611
54372,1,0.1262
54373,7,0.1115
54374,21,0.1119
54375,21,0.1556
54378,21,0.2031
54379,7,0.2056
54380,21,0.1041
54381,0,0.2018
54383,7,0.3590
54384,7,0.2125
54385,15,0.1136
54386,7,0.1603
54387,7,0.1310
54389,16,0.1306
54391,21,0.1509
54393,0,0.1254
54396,8,0.2074
54397,22,0.1521
54399,0,0.1543
54400,21,0.1445
54402,19,0.1218
54403,16,0.1236
54404,0,0.1334
54405,7,0.1403
54406,8,0.8255
54407,8,0.1953
54408,0,0.1025
54409,21,0.1929
54410,21,0.1936
54411,21,0.1095
54412,7,0.1275
54413,0,0.1407
54414,15,0.1119
54415,7,0.1965
54416,7,0.2737
54417,11,0.1352
54418,21,0.1737
54419,7,0.1557
54420,21,0.1679
54421,21,0.1562
54423,21,0.1538
54424,21,0.1734
54425,21,0.1621
54426,0,0.1839
54427,8,0.2453
54428,7,0.2108
54429,7,0.1167
54430,7,0.2045
54431,21,0.1244
54433,19,0.1255
54434,21,0.1065
54435,21,0.1397
54436,19,0.1261
54439,31,0.1444
54440,31,0.1098
54441,9,0.1213
54442,9,0.1719
54443,9,0.1468
54444,22,0.1541
54445,19,0.2205
54446,19,0.1663
54447,19,0.2282
54448,23,0.1527
54449,12,0.1458
54450,23,0.1129
54451,19,0.1796
54452,19,0.2828
54453,19,0.1609
54454,16,0.1451
54456,19,0.1563
54457,19,0.1611
54458,9,0.2012
54459,19,0.2130
54460,5,0.1793
54461,4,0.1344
54462,19,0.1166
54463,19,0.1449
54464,19,0.1446
54465,23,0.1834
54466,9,0.3119
54467,9,0.3694
54468,9,0.1521
54469,9,0.1660
54470,19,0.2253
54471,23,0.1536
54472,23,0.1152
54473,19,0.1691
54474,19,0.1789
54475,19,0.1599
54477,23,0.2036
54478,19,0.2265
54479,23,0.1497
54480,23,0.1373
54481,23,0.1934
54482,23,0.2248
54484,23,0.1181
54485,23,0.1336
54486,28,0.1634
54487,23,0.1350
54488,23,0.1544
54489,8,0.1695
54490,23,0.1542
54491,23,0.1904
54492,22,0.1694
54493,23,0.1906
54494,23,0.2075
54495,23,0.1743
54496,19,0.1843
54497,23,0.1802
54498,23,0.2197
54499,19,0.2157
54500,23,0.1341
54501,12,0.1249
54502,5,0.2244
54503,5,0.1393
54504,5,0.1752
54505,23,0.1551
54506,23,0.1721
54507,6,0.1252
54508,23,0.1375
54509,19,0.1422
54510,9,0.1743
54511,9,0.2024
54512,19,0.1621
54513,9,0.2250
54514,9,0.3030
54515,19,0.2588
54516,19,0.1891
54517,19,0.1783
54518,19,0.2269
54519,23,0.2233
54520,23,0.1961
54521,19,0.2207
54522,19,0.3183
54523,19,0.1362
54524,5,0.2355
54525,19,0.2378
54526,19,0.1667
54527,28,0.1181
54528,28,0.1268
54529,23,0.2346
54530,19,0.2227
54531,9,0.1679
54532,9,0.1343
54533,19,0.1756
54534,23,0.1553
54535,16,0.1473
54536,5,0.2129
54537,5,0.2001
54538,23,0.1528
54539,19,0.2576
54540,19,0.2655
54541,23,0.1893
54542,23,0.2279
54543,23,0.1758
54544,19,0.2138
54545,9,0.2633
54546,23,0.1738
54547,19,0.1605
54548,19,0.2257
54549,23,0.1850
54550,19,0.2109
54551,23,0.2512
54552,23,0.1672
54553,23,0.1403
54554,8,0.3942
54555,19,0.2258
54556,19,0.2334
54557,5,0.2798
54558,19,0.2064
54559,19,0.2021
54560,19,0.1779
54561,9,0.1405
54562,9,0.2329
54563,9,0.1230
54564,19,0.2272
54565,8,0.2327
54566,23,0.1901
54567,16,0.1630
54568,9,0.1838
54569,5,0.1537
54570,23,0.1063
54571,23,0.1779
54572,23,0.1803
54573,19,0.1607
54574,9,0.3176
54575,9,0.3093
54576,9,0.1757
54577,19,0.1853
54578,19,0.1526
54579,9,0.1634
54580,8,0.1852
54581,9,0.2583
54582,9,0.2525
54583,23,0.1755
54584,19,0.2337
54585,19,0.1943
54586,9,0.1727
54587,9,0.2376
54588,12,0.1523
54589,23,0.1666
54590,23,0.1959
54591,19,0.1912
54592,9,0.2187
54593,9,0.1566
54594,9,0.1745
54596,19,0.1820
54597,19,0.1599
54598,23,0.2154
54599,19,0.2223
54600,19,0.1531
54601,9,0.3910
54602,9,0.2340
54603,9,0.1530
54604,19,0.1792
54605,19,0.1761
54606,9,0.2701
54607,9,0.1366
54609,23,0.1666
54610,19,0.1794
54611,9,0.4169
54612,23,0.1513
54613,23,0.1457
54614,16,0.1410
54615,23,0.1774
54616,19,0.2649
54617,19,0.1637
54618,9,0.1770
54619,19,0.1388
54620,5,0.1617
54621,23,0.2005
54622,16,0.2172
54623,16,0.2856
54624,9,0.2298
54625,19,0.1860
54626,23,0.1912
54627,23,0.2023
54628,19,0.1960
54629,9,0.2435
54631,7,0.1293
54632,31,0.1255
54633,1,0.1721
54635,5,0.1580
54636,5,0.1276
54637,7,0.1107
54640,2,0.1225
54641,32,0.1168
54642,5,0.1645
54643,5,0.1070
54644,7,0.1301
54645,7,0.1417
54646,21,0.1283
54647,9,0.2185
54648,0,0.2250
54649,0,0.3980
54650,1,0.1969
54651,0,0.1542
54653,2,0.2023
54654,12,0.2188
54655,19,0.1958
54656,19,0.1090
54657,23,0.1678
54658,23,0.2053
54659,23,0.1658
54660,1,0.1800
54661,1,0.1589
54662,5,0.2419
54663,13,0.1910
54664,2,0.2868
54665,2,0.1628
54666,6,0.1368
54667,7,0.1199
54668,7,0.1407
54669,1,0.1124
54670,1,0.1641
54671,1,0.1749
54672,1,0.1852
54673,9,0.1733
54674,16,0.2434
54675,16,0.1043
54677,12,0.2094
54678,5,0.1595
54681,23,0.1134
54682,23,0.1265
54683,17,0.1365
54684,13,0.1497
54685,5,0.3338
54686,5,0.1781
54687,0,0.1252
54688,21,0.1089
54689,15,0.1142
54690,13,0.1411
54691,12,0.1829
54692,5,0.2095
54693,7,0.1269
54695,7,0.1416
54696,7,0.2501
54697,12,0.2164
54698,32,0.2885
54699,17,0.1207
54700,9,0.1601
54701,1,0.1435
54702,16,0.1520
54703,2,0.1124
54704,2,0.3405
54705,2,0.1618
54707,21,0.1321
54708,8,0.1368
54709,8,0.3275
54710,21,0.2180
54711,21,0.2889
54712,15,0.2264
54713,23,0.1840
54714,23,0.2597
54715,15,0.1935
54716,21,0.2202
54717,9,0.1645
54718,9,0.1594
54719,21,0.1910
54720,23,0.1846
54721,19,0.1410
54722,21,0.2227
54723,15,0.1701
54724,7,0.1942
54725,7,0.2559
54726,15,0.2110
54727,21,0.1418
54728,21,0.1855
54729,24,0.1287
54730,24,0.1444
54731,24,0.3058
54732,21,0.1724
54733,24,0.2059
54734,15,0.1544
54735,15,0.1849
54736,21,0.3124
54737,21,0.3821
54738,21,0.2584
54739,21,0.3089
54740,21,0.3404
54741,21,0.1914
54742,7,0.2262
54743,7,0.2359
54744,21,0.2224
54745,7,0.1983
54746,21,0.2128
54747,21,0.1782
54748,21,0.1736
54749,24,0.2301
54750,21,0.2310
54751,7,0.2552
54752,11,0.1722
54753,11,0.2331
54754,21,0.2002
54755,21,0.2999
54756,21,0.2680
54757,7,0.2371
54758,21,0.3207
54759,7,0.2575
54760,21,0.1901
54761,15,0.1964
54762,19,0.1220
54763,10,0.1650
54764,24,0.2158
54765,8,0.1347
54766,19,0.1675
54767,7,0.2399
54768,7,0.1508
54769,22,0.1524
54770,20,0.1205
54771,6,0.1119
54772,19,0.1901
54773,19,0.1425
54774,8,0.1619
54775,19,0.1958
54776,19,0.1919
54777,15,0.1129
54778,20,0.2235
54779,24,0.1693
54780,24,0.1115
54781,19,0.1651
54782,24,0.2044
54783,24,0.2068
54784,24,0.1354
54785,24,0.1555
54787,8,0.1517
54788,8,0.1952
54789,20,0.1836
54791,5,0.1475
54792,8,0.2377
54793,19,0.1696
54794,19,0.1807
54795,19,0.1765
54796,22,0.2296
54797,20,0.1260
54798,19,0.2069
54799,19,0.2507
54800,19,0.2013
54801,19,0.1665
54802,8,0.1117
54803,19,0.1387
54804,19,0.2185
54805,19,0.1436
54806,22,0.1202
54807,19,0.1470
54808,19,0.2308
54809,19,0.1747
54810,22,0.2232
54811,8,0.2245
54812,19,0.2839
54813,6,0.1586
54814,6,0.1619
54816,8,0.4373
54817,8,0.3260
54818,22,0.1629
54819,8,0.5567
54820,19,0.1512
54821,21,0.2465
54822,15,0.1974
54823,9,0.1761
54824,19,0.2110
54825,19,0.1851
54826,19,0.2271
54827,21,0.1772
54828,15,0.2268
54829,9,0.1590
54830,19,0.1869
54831,5,0.3413
54832,15,0.2579
54833,9,0.2902
54834,19,0.1711
54835,7,0.2332
54836,15,0.1576
54837,9,0.2310
54838,9,0.3042
54839,9,0.3395
54840,19,0.2255
54841,9,0.3388
54842,19,0.1714
54843,19,0.2987
54844,5,0.2793
54845,5,0.2668
54846,19,0.1299
54847,15,0.2068
54848,19,0.1958
54849,5,0.1883
54850,15,0.2392
54851,19,0.1271
54852,15,0.2144
54853,16,0.1855
54855,9,0.3520
54856,19,0.2207
54857,5,0.2279
54858,9,0.1859
54859,9,0.1981
54860,9,0.1564
54861,15,0.1721
54862,5,0.1545
54863,19,0.1142
54864,9,0.1694
54865,5,0.2232
54866,7,0.2437
54867,11,0.1200
54868,19,0.2040
54869,19,0.2137
54870,9,0.1452
54871,9,0.1564
54872,21,0.1631
54873,9,0.2270
54874,15,0.2136
54875,9,0.4061
54876,0,0.3388
54877,8,0.6681
54878,5,0.3138
54879,5,0.1427
54880,11,0.1412
54881,19,0.1417
54882,19,0.1321
54883,31,0.1455
54884,11,0.1475
54885,5,0.1886
54886,21,0.2117
54887,9,0.3317
54888,9,0.2413
54889,9,0.2296
54890,9,0.2383
54891,9,0.2627
54892,9,0.2122
54893,9,0.2439
54894,9,0.2029
54895,15,0.1508
54896,9,0.2234
54897,7,0.1831
54898,15,0.1434
54899,19,0.1776
54900,9,0.1749
54901,7,0.1411
54902,15,0.1295
54903,9,0.1818
54904,15,0.1699
54905,19,0.2228
54906,7,0.2771
54907,21,0.1676
54908,21,0.1625
54909,21,0.3348
54910,9,0.4355
54911,21,0.2112
54912,7,0.1695
54913,15,0.1653
54914,31,0.1774
54915,9,0.2239
54916,9,0.2233
54917,5,0.2434
54918,7,0.2304
54919,17,0.1614
54920,9,0.1372
54921,15,0.1179
54922,15,0.1220
54923,9,0.1575
54924,9,0.2493
54925,9,0.2794
54926,21,0.1380
54927,7,0.1862
54928,7,0.2527
54929,9,0.3719
54930,9,0.3232
54931,9,0.2720
54932,9,0.2924
54933,9,0.2544
54934,9,0.3280
54935,21,0.1331
54936,7,0.1722
54937,16,0.2266
54938,8,0.1713
54939,7,0.1679
54941,15,0.1572
54942,21,0.1959
54943,9,0.2389
54944,5,0.2095
54945,19,0.1402
54946,21,0.1808
54947,19,0.1544
54948,9,0.2022
54949,21,0.1640
54950,11,0.1577
54951,21,0.2043
54952,5,0.2159
54953,15,0.1211
54954,5,0.1121
54955,9,0.1627
54956,9,0.2530
54957,19,0.1390
54958,9,0.1617
54959,19,0.1830
54960,9,0.2923
54961,9,0.2360
54962,5,0.3411
54963,5,0.2869
54964,5,0.2280
54965,9,0.2850
54966,9,0.2001
54967,9,0.2275
54968,9,0.4402
54969,9,0.4178
54970,9,0.2365
54971,9,0.1697
54972,21,0.1547
54973,7,0.2164
54974,7,0.1832
54975,19,0.1562
54976,21,0.1516
54977,19,0.1887
54978,5,0.2302
54979,9,0.2863
54980,9,0.2240
54981,19,0.2161
54982,21,0.1783
54983,9,0.1287
54984,19,0.2351
54985,7,0.1844
54986,19,0.1351
54987,9,0.1687
54988,1,0.2130
54989,0,0.1109
54990,7,0.1525
54991,9,0.1550
54992,9,0.4163
54993,9,0.2506
54994,9,0.2759
54995,9,0.1838
54996,9,0.2374
54997,9,0.4763
54998,9,0.1581
54999,9,0.2146
55000,7,0.1563
55001,19,0.1413
55002,19,0.1384
55003,7,0.1601
55004,10,0.1403
55005,5,0.1849
55006,9,0.1754
55007,19,0.1356
55008,6,0.1162
55009,19,0.1090
55010,5,0.1760
55011,19,0.1785
55012,7,0.1249
55013,21,0.1908
55014,21,0.1738
55015,19,0.1386
55016,7,0.1426
55017,7,0.1716
55018,7,0.2015
55019,21,0.2087
55020,7,0.2371
55021,19,0.1654
55022,16,0.4801
55023,16,0.3991
55024,8,0.5477
55025,8,0.8011
55026,8,0.4295
55027,8,0.6031
55028,8,0.5207
55029,8,0.7469
55030,22,0.2287
55031,23,0.2245
55032,23,0.1315
55033,19,0.1925
55034,19,0.1691
55035,24,0.1256
55036,22,0.1522
55037,22,0.1133
55038,24,0.1653
55039,8,0.3425
55040,8,0.3544
55042,24,0.1458
55043,16,0.1393
55044,19,0.1040
55045,19,0.1192
55046,19,0.1220
55047,8,0.4315
55048,16,0.4075
55049,8,0.3771
55050,8,0.8011
55051,16,0.4205
55052,16,0.2546
55053,32,0.1292
55054,19,0.1502
55055,22,0.1839
55057,19,0.3030
55058,19,0.1912
55059,11,0.1327
55060,7,0.1532
55061,21,0.1838
55062,21,0.1597
55063,11,0.1047
55064,11,0.1051
55065,21,0.1184
55066,24,0.1093
55067,11,0.1251
55070,21,0.1319
55071,7,0.1273
55072,7,0.1095
55073,7,0.1222
55074,21,0.1383
55075,21,0.1092
55076,21,0.1387
55077,21,0.1445
55078,21,0.1184
55079,32,0.1311
55080,5,0.1552
55081,0,0.1695
55082,15,0.1265
55083,15,0.1332
55084,0,0.2031
55085,13,0.1124
55086,16,0.1348
55087,1,0.2088
55088,0,0.2771
55089,0,0.1491
55090,3,0.1600
55091,32,0.2840
55092,7,0.2185
55093,21,0.1978
55094,7,0.1744
55095,7,0.1410
55096,7,0.1338
55097,21,0.1699
55098,24,0.1317
55099,7,0.1058
55100,7,0.1632
55101,21,0.1214
55102,21,0.1501
55103,21,0.1398
55104,7,0.1443
55106,7,0.1275
55107,11,0.2010
55108,1,0.1973
55109,21,0.1230
55110,11,0.2097
55111,21,0.1752
55112,21,0.1889
55113,21,0.2397
55114,21,0.2282
55115,21,0.1722
55116,21,0.1879
55117,7,0.2360
55118,7,0.1425
55120,21,0.1059
55123,7,0.1111
55124,21,0.1254
55125,7,0.1050
55127,0,0.1507
55128,0,0.1350
55129,21,0.1328
55130,21,0.1308
55131,21,0.1173
55132,21,0.1201
55133,7,0.1273
55134,21,0.1127
55136,0,0.1595
55137,11,0.1655
55138,21,0.1738
55139,21,0.1812
55140,7,0.1513
55141,7,0.1960
55142,21,0.2241
55143,21,0.1767
55144,21,0.2127
55145,21,0.2543
55146,8,0.3090
55147,8,0.2774
55148,0,0.2364
55149,0,0.3901
55150,0,0.3307
55151,7,0.1948
55152,7,0.1323
55153,21,0.2116
55154,21,0.1659
55155,7,0.1734
55156,7,0.1055
55157,21,0.1325
55158,21,0.1697
55159,21,0.1158
55160,21,0.1592
55161,21,0.1112
55162,7,0.1286
55163,7,0.1278
55164,0,0.1171
55165,32,0.1884
55166,0,0.2025
55167,7,0.2538
55168,7,0.1307
55169,32,0.4183
55170,31,0.1374
55171,31,0.1095
55172,31,0.2214
55173,21,0.1228
55174,11,0.1653
55175,32,0.3009
55176,32,0.2705
55177,25,0.1502
55178,12,0.1671
55179,30,0.1914
55180,21,0.1749
55181,8,0.1225
55182,22,0.1199
55183,19,0.1409
55184,1,0.1836
55185,23,0.1375
55186,24,0.1673
55188,19,0.1288
55189,8,0.3681
55190,4,0.1527
55191,5,0.1597
55192,8,0.1174
55193,24,0.1180
55195,21,0.1482
55196,21,0.2096
55197,21,0.1760
55198,7,0.1052
55199,7,0.1237
55200,24,0.2358
55201,19,0.2142
55202,19,0.2116
55203,19,0.2411
55204,19,0.2625
55205,11,0.2025
55206,21,0.1514
55207,8,0.2574
55208,8,0.1391
55209,5,0.1424
55210,9,0.1444
55211,8,0.3154
55212,9,0.4802
55213,9,0.4519
55214,8,0.4541
55215,11,0.1521
55216,9,0.3615
55217,9,0.5108
55218,9,0.3657
55220,8,0.4783
55221,9,0.4236
55223,7,0.1310
55224,8,0.1730
55225,9,0.4330
55226,9,0.1665
55227,8,0.3581
55228,8,0.4116
55229,8,0.2463
55230,8,0.1536
55231,7,0.1649
55232,24,0.2342
55233,24,0.1502
55234,24,0.1607
55235,21,0.1740
55236,21,0.1318
55237,0,0.1232
55238,7,0.1882
55239,7,0.2168
55240,21,0.1802
55241,21,0.1926
55242,21,0.1605
55243,21,0.1535
55244,21,0.2086
55245,7,0.1987
55246,7,0.2157
55247,7,0.1772
55248,21,0.1632
55249,21,0.1777
55250,21,0.1679
55251,21,0.1546
55252,21,0.1904
55253,5,0.1934
55254,19,0.1450
55255,9,0.2406
55256,9,0.1488
55257,11,0.1624
55258,9,0.4036
55259,11,0.2402
55260,8,0.1827
55261,8,0.2311
55262,8,0.1870
55263,9,0.2915
55264,9,0.5579
55265,9,0.1574
55266,8,0.1620
55267,9,0.3540
55268,11,0.1415
55269,9,0.4133
55270,9,0.5505
55271,11,0.1500
55272,21,0.1621
55273,9,0.2613
55274,11,0.1196
55275,8,0.2990
55276,9,0.2288
55277,7,0.1627
55278,8,0.1813
55279,8,0.3326
55280,21,0.1223
55281,0,0.1185
55282,8,0.3735
55283,9,0.1629
55284,7,0.1659
55285,21,0.1404
55286,21,0.1572
55287,21,0.1277
55288,24,0.1128
55290,7,0.1046
55291,7,0.1361
55292,7,0.1643
55293,5,0.1819
55294,19,0.1519
55295,5,0.1275
55296,5,0.1241
55297,7,0.1800
55298,7,0.1448
55299,9,0.1234
55300,5,0.1564
55301,13,0.1756
55302,13,0.1440
55303,13,0.2573
55305,12,0.1699
55306,1,0.1159
55307,19,0.1880
55308,21,0.1973
55310,15,0.1572
55311,8,0.3352
55312,8,0.2845
55313,13,0.1537
55314,16,0.1302
55315,8,0.4829
55316,28,0.1879
55317,16,0.1229
55319,7,0.1477
55320,19,0.1201
55321,8,0.2809
55323,24,0.1228
55324,24,0.1996
55325,5,0.1648
55326,19,0.1182
55327,30,0.1513
55328,0,0.1795
55329,19,0.1381
55330,7,0.1807
55331,7,0.1686
55332,19,0.1224
55333,19,0.1256
55334,7,0.1919
55335,7,0.1643
55336,7,0.1211
55337,5,0.1278
55338,7,0.1148
55339,7,0.1131
55340,7,0.1244
55341,0,0.3141
55342,0,0.2108
55344,7,0.1792
55345,7,0.1618
55346,7,0.1432
55347,7,0.1924
55348,19,0.1573
55349,19,0.1187
55350,7,0.1339
55351,7,0.1263
55352,5,0.1851
55353,7,0.1430
55354,19,0.1657
55356,2,0.2699
55357,12,0.1856
55358,1,0.1736
55359,25,0.1594
55360,14,0.1552
55361,5,0.1424
55364,8,0.1875
55365,7,0.2233
55366,15,0.1277
55368,7,0.1981
55370,7,0.1311
55371,15,0.1903
55372,32,0.1344
55373,8,0.2328
55374,13,0.1568
55375,7,0.2552
55376,7,0.1390
55379,24,0.1794
55380,11,0.2587
55381,11,0.3002
55382,7,0.1822
55383,11,0.2637
55384,11,0.1810
55385,11,0.1639
55386,11,0.2379
55387,7,0.1642
55388,7,0.1603
55389,21,0.1106
55390,11,0.1576
55391,21,0.2046
55392,19,0.1918
55393,7,0.2394
55394,11,0.1665
55395,21,0.1202
55396,1,0.2171
55397,31,0.1088
55398,23,0.1331
55399,0,0.1543
55400,1,0.2157
55401,1,0.1779
55402,19,0.1570
55403,7,0.1747
55405,21,0.1258
55406,21,0.1238
55407,21,0.1715
55408,0,0.1304
55409,16,0.2914
55410,0,0.1316
55411,15,0.2263
55412,7,0.2225
55413,19,0.1953
55414,19,0.1965
55415,11,0.1433
55416,19,0.1813
55417,32,0.2537
55418,31,0.1167
55419,15,0.1434
55420,11,0.2438
55421,21,0.1649
55422,19,0.2977
55423,11,0.1631
55424,11,0.2925
55425,21,0.1310
55426,11,0.2157
55427,1,0.2215
55428,21,0.1400
55429,7,0.1941
55430,21,0.1315
55431,15,0.1520
55432,31,0.1640
55433,7,0.1040
55434,24,0.1813
55435,19,0.1099
55436,15,0.1694
55437,7,0.1394
55438,32,0.1532
55439,32,0.1915
55440,31,0.1351
55441,21,0.2053
55442,11,0.1292
55443,31,0.1693
