window_idx,pred_command,confidence,pose0,pose1,pose2,pose3,pose4,pose5,pose6,pose7,pose8,pose9,pose10,pose11,pose12,pose13,pose14,pose15,pose16,pose17,pose18,pose19
52655,0,0.4499,0.5311,-0.3372,0.1219,1.1556,-0.1404,0.9087,1.0383,0.0163,-0.1661,0.8040,1.0053,0.4493,0.0357,0.9600,0.7645,0.4643,0.0998,0.9276,0.7331,0.2432
52656,0,0.4183,0.4439,-0.3341,0.1409,1.1422,-0.0213,0.7010,0.9338,0.1538,-0.0911,0.5998,0.9384,0.5097,0.0465,0.7549,0.7272,0.4683,0.0414,0.7128,0.8236,0.1480
52657,2,0.1920,0.4491,-0.3141,0.1384,1.1289,0.0049,0.6470,0.8896,0.2011,-0.0754,0.5458,0.9414,0.4599,0.0463,0.7065,0.7070,0.4224,0.1146,0.6892,0.8063,0.1240
52658,0,0.1633,0.4914,-0.3169,0.1786,1.1612,-0.0242,0.8499,1.0117,0.0962,-0.1156,0.7660,0.9930,0.4065,0.0481,0.9804,0.6916,0.4157,0.1996,1.0094,0.7671,0.1478
52659,0,0.4332,0.4873,-0.2967,0.1971,1.1745,0.0759,0.8386,0.9149,0.1355,-0.0196,0.7425,0.8840,0.4326,0.0785,0.8983,0.6551,0.4956,0.0859,0.9137,0.8176,0.1563
52660,0,0.3781,0.4974,-0.2490,0.1508,1.0691,0.0972,0.9001,0.7063,0.3154,0.0533,0.7693,0.7144,0.3657,0.0721,0.7915,0.5838,0.5224,0.0573,0.8285,0.5989,0.2757
52661,0,0.6619,0.5063,-0.1998,0.1420,0.9168,0.0068,0.7928,0.7435,0.3094,-0.0217,0.6286,0.7836,0.2999,0.0027,0.6144,0.7095,0.4358,0.0031,0.6472,0.6652,0.2099
52662,0,0.4889,0.5507,-0.2450,0.1297,1.0160,-0.0743,0.7996,0.8480,0.1251,-0.1225,0.6347,0.9158,0.3571,-0.0242,0.6445,0.8538,0.4540,-0.0026,0.6767,0.7804,0.1549
52663,0,0.3562,0.5020,-0.3009,0.1583,1.1483,0.0086,0.8829,0.8441,0.1559,-0.0762,0.7581,0.8917,0.4890,0.0466,0.8001,0.7900,0.5527,0.0693,0.8333,0.7084,0.1762
52664,2,0.1507,0.4333,-0.2736,0.1641,0.9579,0.0717,0.6721,0.7876,0.2460,-0.0171,0.5814,0.8586,0.5329,0.0685,0.6433,0.7367,0.5302,-0.0060,0.5868,0.8169,0.1152
52665,1,0.3678,0.4402,-0.2560,0.1244,0.7772,0.0197,0.5993,0.7406,0.2469,-0.0339,0.5166,0.8626,0.5043,0.0388,0.5752,0.7332,0.4941,-0.0521,0.4751,0.8676,0.1509
52666,1,0.4608,0.3970,-0.2106,0.1378,0.7167,0.0331,0.6269,0.7796,0.2548,-0.0141,0.5829,0.9231,0.5591,0.0535,0.6348,0.8061,0.5453,-0.0633,0.5132,0.9847,0.2095
52667,1,0.4209,0.3043,-0.0390,0.1464,0.5852,0.0895,0.6899,1.1101,0.4827,0.0301,0.7639,1.1923,0.8312,0.0975,0.7807,1.1795,0.8194,-0.0323,0.5851,1.4303,0.4869
52668,0,0.3976,0.1787,0.1667,0.2804,0.7714,0.1352,0.7502,1.5408,0.8273,0.0597,0.9399,1.5103,1.1614,0.1152,0.9063,1.6316,1.1524,0.0427,0.6449,1.8681,0.9353
52669,0,0.3905,0.0818,0.1707,0.4478,1.1036,0.0946,0.8265,1.6513,0.9188,0.0692,1.0507,1.5764,1.2809,0.0690,1.0188,1.7094,1.2136,0.0742,0.7431,1.9583,1.0366
52670,0,0.1669,0.0483,0.0699,0.5218,1.1745,0.0539,0.9393,1.5766,0.8899,0.0474,1.1346,1.5167,1.2357,0.0634,1.1180,1.6307,1.1577,0.0912,0.8645,1.9543,0.7991
52671,0,0.2587,0.0340,0.0096,0.5220,1.0962,0.0314,0.9526,1.3812,0.8148,0.0196,1.1184,1.3331,1.0985,0.1193,1.1146,1.4141,1.1183,0.0948,0.8974,1.7733,0.5251
52673,2,0.2374,0.0156,-0.0225,0.3289,0.6471,0.0106,0.5741,0.8001,0.4571,0.0143,0.6789,0.7327,0.6328,0.0848,0.6722,0.7892,0.6208,0.0658,0.5611,0.9885,0.2834
52676,2,0.2285,0.0440,-0.1262,0.3420,0.7622,-0.0363,0.7704,0.7636,0.4444,-0.0978,0.8887,0.6747,0.6405,0.0369,0.9465,0.6384,0.6749,0.0050,0.8994,0.7722,0.3230
52679,0,0.4800,0.1274,-0.0864,0.4259,1.1564,-0.0021,1.0373,1.1997,0.6422,-0.0213,1.2346,1.0883,0.8580,0.1108,1.2729,1.0324,0.9558,0.1465,1.1134,1.3967,0.2907
52680,0,0.3183,0.0930,-0.1016,0.4570,1.1354,-0.0076,1.0469,1.2554,0.4876,-0.0349,1.2537,1.0866,0.8079,0.1001,1.2943,1.0218,0.9336,0.1726,1.1295,1.4209,0.2390
52684,2,0.2615,-0.0062,-0.1128,0.6080,1.1745,-0.0336,1.0748,1.2621,0.8701,-0.0515,1.2664,1.1097,1.1545,0.2210,1.2708,1.0159,1.2511,-0.2197,1.2187,1.1654,0.5262
52694,3,0.1725,0.1426,-0.2093,0.3920,1.1745,0.0215,1.0631,1.2370,0.4688,-0.0548,1.2110,1.2241,0.9222,0.0787,1.2222,1.0919,0.9286,0.1009,1.0498,1.3792,0.5239
52695,0,0.2129,0.1404,-0.1795,0.4022,1.1024,0.0538,1.0383,1.2261,0.5299,-0.0279,1.1970,1.2355,0.9571,0.0993,1.1977,1.1420,0.8939,0.0998,1.0243,1.4035,0.5121
52696,0,0.3062,0.1725,-0.1627,0.3448,1.1024,0.0439,1.0333,1.1810,0.5659,-0.0378,1.1980,1.2047,0.9618,0.0853,1.2096,1.1011,0.8770,0.0848,1.0458,1.3694,0.4418
52697,0,0.2588,0.2033,-0.1938,0.2853,1.1745,0.0095,1.0552,1.1760,0.5116,-0.0765,1.2203,1.1721,0.8788,0.0571,1.2479,1.0205,0.8884,0.0801,1.0953,1.3162,0.4227
52698,1,0.2320,0.1970,-0.1945,0.2963,1.1745,0.0328,1.0443,1.2053,0.4855,-0.0699,1.2114,1.1904,0.8512,0.0733,1.2313,1.0522,0.8662,0.0987,1.0747,1.3540,0.4308
52699,1,0.3943,0.1746,-0.1596,0.3317,1.1745,0.0735,1.0111,1.2384,0.4954,-0.0422,1.1747,1.2285,0.8770,0.1027,1.1825,1.1186,0.8505,0.1152,1.0083,1.4333,0.4263
52700,0,0.3838,0.1531,-0.1448,0.3688,1.1745,0.0813,1.0010,1.2522,0.5278,-0.0371,1.1695,1.2526,0.8852,0.1064,1.1739,1.1586,0.8376,0.1141,0.9914,1.4943,0.3938
52701,0,0.3125,0.1131,-0.1585,0.4366,1.1745,0.0635,1.0286,1.2675,0.5743,-0.0498,1.2011,1.2703,0.9231,0.1029,1.2137,1.1701,0.8895,0.0918,1.0199,1.5494,0.4227
52702,0,0.3462,0.0893,-0.1777,0.4741,1.1745,0.0293,1.0803,1.2800,0.4778,-0.0577,1.2332,1.2452,0.9746,0.0933,1.2531,1.1313,0.9740,0.0741,1.0649,1.5164,0.4613
52703,0,0.2803,0.1066,-0.1627,0.4480,1.1745,0.0385,1.0547,1.3008,0.4492,-0.0523,1.2106,1.2657,0.9632,0.0895,1.2244,1.1634,0.9530,0.0783,1.0345,1.5387,0.4150
52704,2,0.2185,0.0995,-0.1426,0.4701,1.1745,0.0651,1.0017,1.3716,0.5417,-0.0434,1.1833,1.3586,0.9501,0.0984,1.1866,1.2829,0.9082,0.0846,0.9699,1.6732,0.4103
52705,2,0.2757,0.0819,-0.1196,0.5031,1.0735,0.0557,0.9594,1.3770,0.5577,-0.0358,1.1402,1.3681,0.9617,0.0937,1.1372,1.3184,0.8977,0.0859,0.9098,1.6964,0.4563
52706,2,0.3319,0.0674,-0.0988,0.4580,0.9213,0.0515,0.8519,1.1977,0.5222,-0.0271,1.0096,1.2007,0.8738,0.0858,1.0108,1.1545,0.8198,0.0977,0.8007,1.5358,0.4230
52707,0,0.4913,0.0315,-0.0618,0.2678,0.5526,0.0300,0.4945,0.6799,0.2876,-0.0138,0.5820,0.6854,0.4798,0.0590,0.5854,0.6447,0.4881,0.0784,0.4644,0.8855,0.2170
52708,0,0.5604,0.0202,-0.0717,0.3163,0.5663,0.0431,0.5334,0.7726,0.2460,-0.0238,0.6388,0.7703,0.4314,0.0573,0.6449,0.6850,0.5257,0.0625,0.5378,0.8748,0.2805
52709,0,0.2794,0.0180,-0.1480,0.5848,1.0361,0.0398,0.9831,1.3522,0.4243,-0.0570,1.1710,1.3201,0.7223,0.0687,1.1999,1.1458,0.9234,0.0783,1.0121,1.5111,0.4777
52710,0,0.1791,0.0206,-0.1480,0.5569,1.0440,0.0069,0.9609,1.3002,0.3821,-0.0479,1.1464,1.2343,0.6869,0.0750,1.1804,1.0434,0.9160,0.0804,0.9937,1.4160,0.4206
52711,0,0.4241,0.0269,-0.1489,0.5238,1.0005,0.0133,0.9371,1.1575,0.4609,-0.0172,1.1153,1.1017,0.7073,0.0790,1.1634,0.8500,0.9456,0.0956,1.0050,1.1818,0.4267
52712,0,0.4326,0.0283,-0.1687,0.5441,1.0359,0.0218,0.9982,1.1708,0.5108,0.0407,1.1853,1.0834,0.7384,0.0508,1.2506,0.8113,0.9754,0.1121,1.1033,1.1389,0.4631
52713,0,0.3489,0.0187,-0.0962,0.2904,0.5705,0.0136,0.5525,0.6606,0.2501,0.0315,0.6581,0.5735,0.3919,0.0095,0.6920,0.4613,0.4919,0.0456,0.6205,0.6101,0.3006
52714,0,0.5770,0.0308,-0.0051,0.1166,0.3299,0.0631,0.1819,0.4230,0.2359,0.0670,0.2583,0.4426,0.2281,0.0618,0.2481,0.3638,0.3224,0.0630,0.1607,0.4551,0.1982
52715,0,0.4476,0.0779,-0.0336,0.3304,0.8388,0.1145,0.5855,1.0767,0.4365,0.0913,0.7322,1.1299,0.5846,0.1307,0.7249,0.9842,0.6762,0.1607,0.5375,1.1837,0.3195
52716,2,0.1545,0.0974,-0.0898,0.4600,1.1189,0.0844,0.9275,1.3622,0.4829,-0.0028,1.0971,1.3772,0.8336,0.1064,1.1124,1.2555,0.8119,0.1351,0.9210,1.5304,0.3747
52717,0,0.2093,0.1718,0.0415,0.3319,0.7014,0.1257,0.7433,1.2616,0.3041,0.0851,0.8294,1.3978,0.7589,0.1471,0.8753,1.2883,0.6868,0.1246,0.7430,1.3372,0.7984
52718,0,0.3230,0.1854,0.0467,0.3336,0.7577,0.1298,0.7744,1.3332,0.3472,0.0971,0.8685,1.4524,0.7667,0.1725,0.9064,1.3534,0.6873,0.1404,0.7602,1.4122,0.8047
52719,1,0.4292,0.1140,-0.1079,0.4266,1.1752,0.0176,0.9939,1.3734,0.5683,-0.0464,1.2207,1.3304,0.8851,0.0883,1.2547,1.1915,0.8785,0.0926,1.0806,1.5529,0.3854
52720,1,0.4658,0.1000,-0.1366,0.4356,1.1745,-0.0003,1.0178,1.3504,0.5482,-0.0840,1.2850,1.2943,0.8685,0.0511,1.3443,1.1161,0.9029,0.0599,1.1989,1.4883,0.3629
52721,1,0.2228,0.1081,-0.1327,0.4227,1.1745,0.0702,0.9651,1.3743,0.5214,-0.0510,1.2117,1.3246,0.8299,0.0928,1.2417,1.1840,0.8214,0.0714,1.0737,1.5578,0.3279
52722,2,0.1625,0.1057,-0.1320,0.4381,1.1745,0.0868,0.9528,1.3844,0.5561,-0.0377,1.1809,1.3657,0.8595,0.1000,1.1999,1.2344,0.8299,0.0824,1.0123,1.6125,0.3590
52723,2,0.3728,0.1049,-0.1351,0.4464,1.1745,0.0831,0.9696,1.3519,0.5678,-0.0431,1.1993,1.3390,0.8790,0.0948,1.2204,1.2019,0.8469,0.0874,1.0372,1.5814,0.3634
52724,2,0.6169,0.0992,-0.1332,0.4523,1.1745,0.0900,0.9764,1.3302,0.5802,-0.0411,1.2082,1.3297,0.8690,0.1060,1.2222,1.2217,0.8080,0.0943,1.0312,1.6253,0.3198
52725,2,0.3609,0.0634,-0.0911,0.3384,0.8445,0.0635,0.7054,0.9600,0.4520,-0.0315,0.8791,0.9833,0.6387,0.0687,0.8927,0.9378,0.5231,0.0674,0.7360,1.2215,0.2421
52726,2,0.2561,0.0327,-0.0189,0.1604,0.3747,0.0229,0.2930,0.4621,0.1839,-0.0050,0.3811,0.4660,0.2715,0.0256,0.3854,0.4513,0.2124,0.0242,0.3132,0.5381,0.1627
52727,2,0.2201,0.0402,-0.0557,0.3261,0.5300,0.0323,0.5352,0.8020,0.2744,-0.0206,0.6836,0.7849,0.4986,0.0455,0.6934,0.7379,0.4777,0.0543,0.5765,0.9364,0.3046
52728,2,0.2371,0.0459,-0.1339,0.5705,0.9997,0.0418,0.9637,1.3851,0.4548,-0.0642,1.2116,1.3398,0.8693,0.0621,1.2491,1.2134,0.8941,0.0743,1.0433,1.6051,0.4994
52729,0,0.1594,0.0308,-0.1362,0.6104,1.1745,0.0280,1.0210,1.5024,0.4650,-0.0666,1.2853,1.4441,0.8765,0.0692,1.3277,1.2766,0.9896,0.0661,1.1085,1.7161,0.5307
52730,0,0.2003,0.0350,-0.1292,0.5995,1.1745,0.0393,1.0231,1.4915,0.4969,-0.0533,1.2863,1.4493,0.8675,0.0858,1.3222,1.3006,0.9600,0.0853,1.0973,1.7609,0.4922
52731,0,0.5175,0.0518,-0.1280,0.5699,1.1745,0.0493,1.0074,1.4808,0.4771,-0.0474,1.2664,1.4414,0.8581,0.0944,1.2957,1.2928,0.9430,0.0907,1.0681,1.7232,0.4538
52732,0,0.4583,0.0722,-0.1273,0.5354,1.1745,0.0708,0.9996,1.4580,0.4769,-0.0346,1.2474,1.4336,0.8411,0.1136,1.2669,1.2845,0.9169,0.1084,1.0344,1.6914,0.5001
52733,0,0.4546,0.0731,-0.1258,0.5322,1.1745,0.0922,1.0018,1.4438,0.5152,-0.0160,1.2376,1.4399,0.8467,0.1327,1.2447,1.3213,0.8828,0.1185,1.0022,1.7537,0.4967
52734,0,0.2303,0.0764,-0.1156,0.5304,1.1745,0.0854,0.9912,1.4664,0.5046,-0.0064,1.2222,1.4542,0.8553,0.1411,1.2221,1.3462,0.8810,0.1073,0.9749,1.7722,0.4770
52735,1,0.4326,0.1074,-0.0937,0.4774,1.1745,0.0807,0.9606,1.4991,0.4478,0.0034,1.1904,1.4560,0.8267,0.1547,1.1854,1.3300,0.8649,0.1057,0.9410,1.7182,0.5107
52736,0,0.1814,0.1349,-0.0716,0.4218,1.1745,0.1110,0.9256,1.4920,0.4469,0.0275,1.1489,1.4437,0.8228,0.1831,1.1317,1.3299,0.8298,0.1124,0.8807,1.7095,0.4860
52737,2,0.2498,0.1264,-0.0637,0.3775,1.0794,0.1257,0.8406,1.3410,0.4416,0.0320,1.0428,1.3010,0.7798,0.2290,1.0118,1.2489,0.5813,0.0984,0.7977,1.5586,0.4435
52738,0,0.2756,0.1067,-0.0679,0.3747,1.0179,0.1101,0.8078,1.2291,0.4710,0.0760,0.9872,1.2256,0.8508,0.2093,0.9716,1.1539,0.5556,0.0927,0.7732,1.4340,0.3690
52739,0,0.2784,0.0985,-0.0865,0.4350,1.1130,0.0887,0.9303,1.2851,0.6080,0.1746,1.0762,1.3729,1.1058,0.1721,1.0856,1.2028,0.8144,0.1196,0.8567,1.5493,0.3374
52744,0,0.1541,0.1651,-0.0541,0.3561,1.1742,0.0546,0.9231,1.3738,0.4911,-0.0354,1.1722,1.3196,0.9253,0.1307,1.1740,1.2595,0.8550,0.1602,0.9413,1.6438,0.3912
52745,2,0.1870,0.1486,-0.0725,0.3844,1.1742,0.0441,0.9513,1.3537,0.5184,-0.0551,1.2043,1.2966,0.9261,0.1019,1.2215,1.2120,0.8720,0.1540,1.0011,1.6098,0.3852
52746,0,0.2314,0.1179,-0.0843,0.4285,1.1745,0.0679,0.9659,1.3472,0.5632,-0.0561,1.2150,1.3389,0.9347,0.1010,1.2320,1.2552,0.9065,0.1459,1.0005,1.6828,0.4102
52747,0,0.3238,0.1172,-0.0954,0.4192,1.1745,0.0792,0.9656,1.3421,0.5535,-0.0402,1.2119,1.3712,0.9647,0.1117,1.2208,1.3117,0.9156,0.1384,0.9786,1.7500,0.4187
52748,0,0.2362,0.1134,-0.0988,0.4297,1.1745,0.0842,0.9679,1.3574,0.5696,-0.0255,1.2136,1.4061,0.9715,0.1236,1.2170,1.3588,0.9290,0.1338,0.9600,1.8049,0.4593
52749,0,0.2759,0.1074,-0.0738,0.4927,1.1745,0.0811,0.9660,1.3907,0.5879,-0.0178,1.2019,1.4468,0.9671,0.1045,1.1924,1.4119,0.9348,0.1343,0.9286,1.8284,0.5425
52750,0,0.3266,0.0868,-0.0899,0.5316,1.1745,0.0670,0.9901,1.3747,0.5972,-0.0300,1.2255,1.4231,0.9629,0.0951,1.2213,1.3801,0.9253,0.1326,0.9704,1.8076,0.4946
52751,2,0.4624,0.0913,-0.1170,0.4792,1.1745,0.0604,1.0003,1.3356,0.5857,-0.0289,1.2365,1.3735,0.9532,0.1314,1.2419,1.3076,0.9254,0.1282,0.9965,1.7649,0.4269
52752,2,0.2773,0.1186,-0.0955,0.4263,1.1745,0.0879,0.9640,1.3408,0.5446,-0.0133,1.1961,1.3722,0.9130,0.1531,1.1943,1.3012,0.8856,0.1287,0.9484,1.7371,0.4188
52753,0,0.2869,0.1452,-0.0785,0.3829,1.1745,0.1223,0.9329,1.3555,0.5257,0.0004,1.1640,1.3671,0.8910,0.1622,1.1573,1.2976,0.8496,0.1226,0.9138,1.7149,0.4046
52754,0,0.2232,0.1486,-0.0874,0.3837,1.1745,0.1215,0.9413,1.3690,0.5223,-0.0012,1.1680,1.3704,0.8984,0.1584,1.1617,1.2956,0.8574,0.1179,0.9185,1.7148,0.4074
52755,0,0.3174,0.1335,-0.0993,0.4148,1.1745,0.0891,0.9558,1.3996,0.4933,-0.0182,1.1844,1.3851,0.8659,0.1485,1.1831,1.2865,0.8500,0.1199,0.9491,1.6969,0.3809
52756,0,0.3487,0.1200,-0.1126,0.4369,1.1745,0.0802,0.9757,1.3875,0.5040,-0.0228,1.2009,1.3726,0.8501,0.1472,1.2007,1.2663,0.8380,0.1279,0.9737,1.6755,0.3509
52757,0,0.3237,0.1134,-0.1084,0.4455,1.1745,0.0958,0.9719,1.3768,0.5314,-0.0185,1.1964,1.3657,0.8538,0.1499,1.1967,1.2600,0.8305,0.1302,0.9685,1.6740,0.3462
52758,2,0.2481,0.1295,-0.0789,0.4204,1.1745,0.1143,0.9241,1.4004,0.5176,0.0033,1.1433,1.3687,0.8277,0.1735,1.1339,1.2634,0.7815,0.1266,0.9057,1.6514,0.3207
52759,0,0.3767,0.1195,-0.0851,0.4308,1.1745,0.1356,0.9285,1.3780,0.5485,0.0305,1.1460,1.3617,0.8637,0.2064,1.1233,1.2898,0.5860,0.1357,0.9013,1.6719,0.2693
52760,0,0.1946,0.1082,-0.1127,0.4295,1.1745,0.1316,0.9736,1.3095,0.5658,0.1235,1.2029,1.2915,0.8904,0.0735,1.2006,1.2066,0.6308,0.1409,0.9860,1.5224,0.4558
52761,1,0.6594,0.1277,-0.0841,0.3398,1.0915,0.1279,0.8734,1.2017,0.5211,0.1251,1.0888,1.1267,0.8492,0.0350,1.0976,1.0057,0.8379,0.0661,0.9178,1.2726,0.5917
52762,1,0.6243,0.1603,-0.0140,0.2771,1.0909,0.1302,0.7560,1.3303,0.5150,0.0403,0.9576,1.2625,0.9572,0.1390,0.9386,1.2051,0.9121,0.0418,0.7174,1.4968,0.5899
52763,1,0.2621,0.1532,0.0134,0.3414,1.1739,0.1348,0.7865,1.5511,0.5613,0.0972,0.9896,1.5763,1.1121,0.1447,0.9538,1.5744,1.0990,0.1070,0.6333,1.8638,0.8409
52764,1,0.2097,0.1373,-0.0020,0.4002,1.1745,0.1146,0.8327,1.5801,0.7288,0.0797,1.0405,1.6208,1.1794,0.1322,1.0047,1.6139,1.1792,0.1113,0.6779,1.9127,0.9095
52765,0,0.1553,0.1611,0.0177,0.3669,1.1708,0.1014,0.7995,1.6045,0.8406,0.0359,1.0163,1.5787,1.1923,0.1286,0.9759,1.5870,1.0793,0.1026,0.6680,1.8733,0.7874
52766,0,0.1670,0.1784,0.0289,0.3361,1.0810,0.1262,0.7739,1.5525,0.8038,0.0829,0.9867,1.5146,1.1222,0.1655,0.9336,1.5468,0.9736,0.1098,0.6345,1.8564,0.7315
52767,0,0.2193,0.1742,0.0191,0.3440,1.0626,0.1390,0.7939,1.5024,0.8218,0.0924,1.0036,1.4910,1.1071,0.1822,0.9401,1.5550,0.9457,0.1312,0.6606,1.9166,0.7226
52768,0,0.8925,0.4020,0.0293,0.4854,0.3342,0.1831,-0.0972,0.4434,-0.0829,0.1770,0.8071,1.0229,0.5555,0.1812,0.8940,1.1131,0.6613,0.0560,0.6662,1.4886,0.4023
52769,0,0.8146,0.4321,0.0202,0.5099,0.3226,0.1953,-0.0983,0.4145,-0.0873,0.1984,0.8582,1.0579,0.5965,0.1814,0.9546,1.2018,0.7331,0.0448,0.6910,1.5652,0.4178
52770,0,0.6859,0.3720,0.0137,0.4846,0.3548,0.0490,-0.1384,0.4386,-0.0814,0.2000,0.7532,0.9923,0.7235,0.1887,0.8529,1.1684,0.6598,0.0775,0.6051,1.4266,0.4643
52771,0,0.5437,0.3470,0.0175,0.4604,0.4755,-0.0848,-0.1812,0.4460,-0.0678,0.1887,0.6662,0.9808,0.7653,0.1939,0.7486,1.1775,0.5861,0.0926,0.5017,1.3926,0.5270
52772,0,0.7689,0.4071,0.0393,0.4675,0.5059,0.0134,-0.2181,0.4727,-0.0667,0.1848,0.7348,1.0878,0.6420,0.1946,0.8050,1.2312,0.6886,0.0662,0.5424,1.5148,0.5979
52773,0,0.8240,0.4258,0.0541,0.5435,0.5412,0.2137,-0.2015,0.4797,-0.0804,0.2068,0.7904,1.1408,0.5871,0.1897,0.8993,1.2399,0.7482,0.0523,0.6480,1.5619,0.5158
52774,0,0.6978,0.4022,0.0354,0.5600,0.5618,0.1621,-0.1274,0.4345,-0.0873,0.2352,0.8159,1.0994,0.5998,0.1905,0.8852,1.2568,0.7502,0.0494,0.6308,1.6311,0.4433
52775,0,0.4451,0.3942,0.0262,0.5112,0.4673,-0.0321,-0.1330,0.4091,-0.0730,0.2229,0.8270,1.0752,0.6088,0.1910,0.8075,1.3008,0.7698,0.0624,0.5485,1.7060,0.5702
52776,0,0.1688,0.3960,0.0344,0.5170,0.4380,-0.0018,-0.1986,0.4209,-0.0720,0.2107,0.8139,1.1002,0.6038,0.1961,0.8149,1.2717,0.8074,0.0656,0.5665,1.6681,0.6228
52777,0,0.4583,0.3922,0.0437,0.5135,0.4117,0.1964,-0.2176,0.4536,-0.0863,0.2451,0.7908,1.1280,0.6100,0.2182,0.8254,1.2204,0.8440,0.0562,0.5898,1.5997,0.5428
52778,0,0.9305,0.3849,0.0449,0.5085,0.4350,0.2680,-0.1684,0.4603,-0.0873,0.2685,0.7886,1.1296,0.6215,0.2181,0.8228,1.2110,0.8090,0.0484,0.5833,1.5482,0.4481
52779,0,0.7685,0.3719,0.0370,0.5063,0.4460,0.1600,-0.1176,0.4667,-0.0873,0.2692,0.8231,1.0809,0.6850,0.2163,0.8423,1.1862,0.9029,0.0694,0.5997,1.4397,0.4995
52780,0,0.8674,0.3806,0.0370,0.5010,0.4592,0.1260,-0.1287,0.5077,-0.0873,0.2472,0.8295,1.0756,0.6646,0.2063,0.8700,1.2136,0.8861,0.0668,0.6111,1.4443,0.5721
52781,0,0.7733,0.3979,0.0341,0.5003,0.4515,0.1966,-0.1067,0.5152,-0.0873,0.2293,0.8247,1.0894,0.5977,0.1960,0.9107,1.2041,0.7322,0.0382,0.6278,1.4818,0.4882
52782,0,0.5812,0.2776,0.0208,0.3546,0.2950,0.1120,-0.0575,0.3706,-0.0611,0.1607,0.5813,0.7559,0.4206,0.1403,0.6282,0.8452,0.5058,0.0267,0.4233,1.0388,0.3318
52783,0,0.8103,0.2266,0.0152,0.2792,0.2605,0.0544,-0.0505,0.3778,-0.0494,0.1150,0.4712,0.6368,0.2763,0.1073,0.5076,0.7428,0.3866,0.0346,0.3273,0.8993,0.2999
52784,0,0.8859,0.3442,0.0014,0.4199,0.4268,0.0661,0.0145,0.5450,-0.0756,0.1643,0.7526,0.9534,0.4129,0.2016,0.8323,0.9582,0.4636,0.0392,0.5569,1.3783,0.3871
52785,0,0.7275,0.3424,-0.0136,0.4870,0.3782,-0.1083,0.1804,0.3327,-0.0785,-0.0169,0.7750,1.0476,0.3552,0.1871,0.8682,0.9483,0.4479,-0.0294,0.2108,1.5638,0.5687
52786,0,0.6648,0.3440,0.0083,0.5173,0.3015,-0.2588,0.3768,-0.0003,-0.0785,-0.2775,0.7373,1.1600,0.2085,0.1497,0.7915,1.0915,0.5171,-0.4215,-0.4113,1.7535,1.1199
52787,0,0.7688,0.3977,0.0292,0.5249,0.3923,-0.0571,0.3895,-0.0184,-0.0873,-0.2688,0.8055,1.2988,0.2403,0.2039,0.8119,1.2716,0.6059,-0.6631,-0.5374,1.9656,1.3958
52788,0,0.7131,0.3823,0.0017,0.5007,0.4981,0.0407,0.1129,0.3421,-0.0869,-0.0173,0.8270,1.1956,0.4044,0.2056,0.8092,1.2428,0.6221,-0.2544,0.0058,1.8013,0.8928
52789,0,0.7015,0.3746,-0.0209,0.4935,0.5615,-0.0063,-0.0402,0.7616,-0.0869,0.1705,0.8342,1.1315,0.5368,0.2026,0.7978,1.2962,0.6853,0.0651,0.4839,1.6680,0.6395
52790,0,0.6249,0.3995,-0.0079,0.4846,0.4941,0.0419,-0.0585,0.8291,-0.0873,0.1650,0.8018,1.1834,0.4999,0.2006,0.7858,1.3277,0.6139,0.0653,0.4877,1.6978,0.7264
52791,0,0.7184,0.2686,-0.0048,0.6870,0.2670,0.1301,-0.2045,0.7660,-0.0786,0.1696,0.5597,1.1414,0.8623,0.2182,0.7330,1.2166,0.4866,0.0710,0.4391,1.5754,0.6826
52792,0,0.7514,0.2605,-0.0000,0.7397,0.0645,0.1833,-0.2114,0.6690,-0.0786,0.2085,0.6095,0.9575,1.0484,0.2300,0.7592,1.1141,0.6132,0.0489,0.4637,1.4187,0.5764
52793,0,0.3236,0.4091,0.0051,0.5264,0.1920,0.0442,-0.1027,0.5659,-0.0873,0.2127,0.8628,0.9524,0.6921,0.2097,0.8447,1.0249,0.6343,0.0176,0.5480,1.3740,0.4343
52794,0,0.3699,0.4360,0.0427,0.3398,0.4320,0.0492,-0.1318,0.5613,-0.0805,0.1948,0.8074,1.1265,0.5443,0.1863,0.8408,1.1054,0.6363,0.0196,0.5526,1.4534,0.3804
52795,0,0.4536,0.4204,0.0214,0.3092,0.4990,0.0991,-0.2080,0.5101,-0.0567,0.2050,0.8119,1.1504,0.5649,0.1726,0.8985,1.2130,0.6205,0.0381,0.6112,1.5738,0.3340
52796,0,0.4688,0.3861,-0.0480,0.4367,0.4940,0.0839,-0.1964,0.4645,-0.0405,0.2079,0.8478,1.1171,0.5934,0.1740,0.9522,1.2351,0.5773,0.0414,0.6366,1.6323,0.4037
52797,0,0.4657,0.3910,-0.0572,0.4409,0.5180,0.1581,-0.1534,0.4951,-0.0467,0.2132,0.8584,1.1085,0.5847,0.1660,0.9811,1.2474,0.6518,0.0329,0.6579,1.6354,0.4820
52798,0,0.3811,0.3770,-0.0883,0.4757,0.7179,0.1656,-0.1380,0.5256,-0.0608,0.2439,0.8222,1.1095,0.6994,0.1989,0.9521,1.2137,0.6832,0.0651,0.6453,1.5538,0.4750
52799,0,0.5560,0.3646,-0.0981,0.5032,0.8194,0.0403,-0.1023,0.5275,-0.0695,0.2270,0.8256,1.1078,0.7281,0.2152,0.8725,1.3437,0.7102,0.0534,0.5315,1.6861,0.5324
